gene_name	gene_id	genome_id	start	stop	strand
K02242	NZ_ASJC01000002.1_443	NZ_ASJC01000002.1	432113	432694	-1
K13587	NC_017262.1_1124	NC_017262.1	1301277	1303712	1
K02397	JAEYRU010000109.1_63	JAEYRU010000109.1	61231	62277	1
K03414	NZ_AWOR01000047.1_92	NZ_AWOR01000047.1	104360	104977	1
K06204	NZ_JABAEF010000022.1_83	NZ_JABAEF010000022.1	81401	81820	-1
K02967	NZ_WOCA01000015.1_52	NZ_WOCA01000015.1	54479	55228	-1
K03801	NKIW01000001.1_392	NKIW01000001.1	413650	414357	1
K03411	JAEXDA010000037.1_71	JAEXDA010000037.1	76863	77345	1
K03602	NZ_FPAZ01000006.1_7	NZ_FPAZ01000006.1	7530	7772	1
K03408	NZ_LT607803.1_6545	NZ_LT607803.1	6910631	6911149	-1
K01940	NZ_JYKS01000041.1_64	NZ_JYKS01000041.1	63136	64353	-1
K01465	NZ_AKJT01000049.1_85	NZ_AKJT01000049.1	109934	110980	1
K03581	JAILLY010000014.1_9	JAILLY010000014.1	12112	14334	1
K00566	NZ_JACDIT010000009.1_100	NZ_JACDIT010000009.1	113964	115154	-1
K06313	NZ_QLMH01000002.1_162	NZ_QLMH01000002.1	156685	158031	-1
K02423	JACKFF010000006.1_124	JACKFF010000006.1	127665	127979	1
K04096	NZ_BMSV01000014.1_51	NZ_BMSV01000014.1	54481	55770	-1
K09808	NZ_AKJL01000066.1_16	NZ_AKJL01000066.1	17552	18802	1
K02413	DKFM01000002.1_21	DKFM01000002.1	16621	16989	-1
K03683	NZ_SZQJ01000005.1_743	NZ_SZQJ01000005.1	855947	856597	1
K03088	JAIETD010000052.1_39	JAIETD010000052.1	38095	38946	1
K01939	JAEMQA010000084.1_5	JAEMQA010000084.1	3024	4271	-1
K20976	JAMCWB010000026.1_47	JAMCWB010000026.1	44241	44573	-1
K20978	NZ_NBYK01000001.1_461	NZ_NBYK01000001.1	475386	475691	1
K21603	NZ_CP088276.1_263	NZ_CP088276.1	290976	291647	1
K03733	NZ_BBMB01000001.1_125	NZ_BBMB01000001.1	119194	120120	1
K06949	NZ_AUNJ01000019.1_2	NZ_AUNJ01000019.1	1575	2552	1
K09667	CALUBX010000003.1_2	CALUBX010000003.1	442	2427	1
K06886	NZ_JTFC01000031.1_574	NZ_JTFC01000031.1	574189	574584	1
K01126	NZ_JACONW010000001.1_45	NZ_JACONW010000001.1	54075	54797	-1
K02414	NZNP01000032.1_63	NZNP01000032.1	65373	67133	1
K02390	NZ_KK211309.1_262	NZ_KK211309.1	342631	343650	1
K03667	NZ_JACHGM010000002.1_121	NZ_JACHGM010000002.1	131944	133290	1
K00344	NZ_CP089985.1_5419	NZ_CP089985.1	5980346	5981323	1
K03181	NZ_PYOG01000008.1_140	NZ_PYOG01000008.1	140539	141081	-1
K03529	JAGQOW010000008.1_41	JAGQOW010000008.1	50627	54238	-1
K06213	NZ_WIAD01000005.1_54	NZ_WIAD01000005.1	82524	83927	1
K00945	JABXYP010000001.1_1951	JABXYP010000001.1	2104917	2105603	1
K02529	NZ_JANQBD010000022.1_84	NZ_JANQBD010000022.1	98195	99229	-1
K02913	JAAUZH010000037.1_97	JAAUZH010000037.1	107671	107820	1
K03151	NZ_MSCI01000002.1_2018	NZ_MSCI01000002.1	2260393	2261841	-1
K12132	NZ_CP042914.1_2873	NZ_CP042914.1	4035661	4037955	1
K07126	JAHQVT010000008.1_124	JAHQVT010000008.1	144785	145576	-1
K13590	NZ_FTMV01000006.1_115	NZ_FTMV01000006.1	132352	133995	1
K21420	JADHLJ010000012.1_11	JADHLJ010000012.1	9875	10639	1
K00997	JAFWFO010000062.1_8	JAFWFO010000062.1	9105	9470	1
K00946	JABGRG010000096.1_16	JABGRG010000096.1	12103	13074	-1
K03220	NZ_FNOX01000001.1_41	NZ_FNOX01000001.1	46488	47387	1
K04487	JAJRWL010000077.1_28	JAJRWL010000077.1	32255	33466	1
K03702	NZ_VCRA01000014.1_125	NZ_VCRA01000014.1	153257	155251	1
K01873	CAKVIC010000007.1_16	CAKVIC010000007.1	12488	15148	1
K03111	JABDPP010000192.1_5	JABDPP010000192.1	3221	3706	-1
K02441	NZ_JABVXF010000002.1_111	NZ_JABVXF010000002.1	117825	118640	-1
K15894	JAJFGK010000065.1_5	JAJFGK010000065.1	4235	5275	1
K02621	NZ_CAJPVG010000002.1_306	NZ_CAJPVG010000002.1	305928	308270	1
K13292	JAFYZU010000044.1_35	JAFYZU010000044.1	39672	40661	-1
K00995	PDTC01000008.1_21	PDTC01000008.1	19336	19908	1
K07056	NZ_SAXY01000055.1_58	NZ_SAXY01000055.1	62788	63567	1
K03704	JAIBBZ010000009.1_5	JAIBBZ010000009.1	8174	8383	1
K07814	CALWHT010000038.1_32	CALWHT010000038.1	36399	37490	1
K09898	JAGIBG010000031.1_40	JAGIBG010000031.1	43428	43655	-1
K00942	CADASI010000035.1_41	CADASI010000035.1	36582	37220	1
K03797	NZ_CP036267.1_3963	NZ_CP036267.1	5136989	5138953	1
K00278	PIVT01000037.1_19	PIVT01000037.1	20828	22441	-1
K03530	PAQL01000002.1_13	PAQL01000002.1	16126	16404	1
K12573	DPJG01000016.1_17	DPJG01000016.1	16887	19289	1
K02622	JAFEFM010000448.1_8	JAFEFM010000448.1	8819	10792	-1
K01662	NZ_QAII01000156.1_49	NZ_QAII01000156.1	60963	62852	-1
K14742	JAIBAM010000001.1_48	JAIBAM010000001.1	52573	53328	1
K03688	NZ_FOZM01000002.1_51	NZ_FOZM01000002.1	48932	50461	1
K06168	NZ_JAKZEY010000012.1_70	NZ_JAKZEY010000012.1	63843	65195	1
K03723	NC_015921.1_597	NC_015921.1	647922	651296	-1
K21087	JAJFUF010000005.1_28	JAJFUF010000005.1	30892	31581	-1
K04053	NZ_UHIL01000001.1_1702	NZ_UHIL01000001.1	1955341	1955685	-1
K15987	JABHGV010000034.1_47	JABHGV010000034.1	46940	49036	-1
K03168	NZ_CP053826.1_1644	NZ_CP053826.1	1699060	1701168	1
K00950	JAJRSK010000038.1_30	JAJRSK010000038.1	24612	25085	-1
K00919	NZ_PIRQ01000002.1_248	NZ_PIRQ01000002.1	248299	249042	1
K03179	NZ_MLAO01000004.1_165	NZ_MLAO01000004.1	169478	170356	-1
K02014	NZ_LR733844.1_1948	NZ_LR733844.1	2105529	2108018	-1
K04060	NZ_CP030047.1_7512	NZ_CP030047.1	8082927	8083352	1
K03657	NZ_CDMG01000002.1_549	NZ_CDMG01000002.1	557571	559007	1
K00943	CAJOEM010000011.1_16	CAJOEM010000011.1	18334	18975	1
K07305	NZ_JXDL01000001.1_6910	NZ_JXDL01000001.1	7470417	7470929	1
K03413	DFBZ01000113.1_3	DFBZ01000113.1	1091	1468	1
K03412	JAFZQH010000017.1_43	JAFZQH010000017.1	42684	44027	1
K03406	JAEWAK010000038.1_72	JAEWAK010000038.1	84058	86046	1
K04061	NZ_JH417849.1_11	NZ_JH417849.1	12154	12483	1
K00928	NZ_JYLM01000005.1_6	NZ_JYLM01000005.1	4609	5850	-1
K03569	CALWMX010000021.1_3	CALWMX010000021.1	1136	2122	-1
K02341	NZ_PGUY01000079.1_13	NZ_PGUY01000079.1	12842	13849	-1
K03415	JAIOJU010000179.1_8	JAIOJU010000179.1	4513	5469	1
K10942	NZ_LT629788.1_2731	NZ_LT629788.1	3113696	3114907	-1
K03496	NZ_CP077080.1_4145	NZ_CP077080.1	4757130	4757921	-1
K13584	NZ_QPJM01000006.1_157	NZ_QPJM01000006.1	164388	165089	1
K03706	NZ_JAHLQC010000004.1_221	NZ_JAHLQC010000004.1	238736	239506	-1
K01872	NZ_CP013704.1_210	NZ_CP013704.1	222488	224269	-1
K00575	NZ_NRRN01000018.1_34	NZ_NRRN01000018.1	31687	32553	1
K02391	CAISMH010000019.1_214	CAISMH010000019.1	229061	229825	-1
K03407	NZ_CP040915.1_515	NZ_CP040915.1	559398	561869	1
K02242	NZ_KV440950.1_487	NZ_KV440950.1	527031	527723	1
K13587	NZ_CP029425.1_4843	NZ_CP029425.1	5315855	5318434	1
K02397	NZ_FMWU01000002.1_223	NZ_FMWU01000002.1	229287	230339	1
K03414	NZ_CM001857.1_1532	NZ_CM001857.1	1785227	1785871	1
K06204	CALUBX010000205.1_4	CALUBX010000205.1	3195	3635	1
K02967	JAJZAC010000020.1_20	JAJZAC010000020.1	19898	20890	1
K03801	JAHJME010000006.1_61	JAHJME010000006.1	44669	45418	-1
K03411	URVM01000030.1_31	URVM01000030.1	26472	26960	1
K03602	NZ_MUFP01000012.1_19	NZ_MUFP01000012.1	18246	18491	-1
K03408	BQIZ01000001.1_20	BQIZ01000001.1	19385	19870	1
K01940	JAJTDM010000026.1_19	JAJTDM010000026.1	15572	16906	1
K01465	NZ_CP090959.1_2763	NZ_CP090959.1	3173573	3174613	1
K03581	DUNO01000008.1_65	DUNO01000008.1	53780	55996	-1
K00566	JANQAJ010000009.1_122	JANQAJ010000009.1	122551	123633	-1
K06313	LZRU01000009.1_286	LZRU01000009.1	302044	303420	-1
K02423	CAJUPI010000011.1_37	CAJUPI010000011.1	42472	42897	-1
K04096	NZ_CP023688.1_2193	NZ_CP023688.1	2714989	2716155	-1
K09808	NZ_NEHO01000001.1_188	NZ_NEHO01000001.1	199349	200599	-1
K02413	NZ_BPQM01000025.1_72	NZ_BPQM01000025.1	66706	67116	1
K03683	CP051238.1_2194	CP051238.1	2524830	2525456	-1
K03088	PLRZ01000061.1_5	PLRZ01000061.1	4288	4965	-1
K01939	WFND01000153.1_5	WFND01000153.1	2291	3547	-1
K20976	NZ_JAHRGL010000080.1_3	NZ_JAHRGL010000080.1	3744	4097	-1
K20978	NZ_FOEQ01000016.1_33	NZ_FOEQ01000016.1	41851	42156	1
K21603	NZ_KB902578.1_568	NZ_KB902578.1	583028	583699	1
K03733	JAHRVJ010000237.1_7	JAHRVJ010000237.1	5487	6359	1
K06949	NZ_QNRF01000007.1_105	NZ_QNRF01000007.1	110800	111834	-1
K09667	NZ_QPEQ01000001.1_294	NZ_QPEQ01000001.1	353031	355331	1
K06886	NZ_BCVQ01000033.1_20	NZ_BCVQ01000033.1	20499	20900	-1
K01126	NZ_AKJP02000010.1_58	NZ_AKJP02000010.1	57891	58613	1
K02414	NZ_JACHBW010000002.1_16	NZ_JACHBW010000002.1	17532	19100	-1
K02390	NZ_PHKV01000008.1_22	NZ_PHKV01000008.1	16089	17252	1
K03667	NC_008710.1_289	NC_008710.1	305746	307098	-1
K00344	NZ_CP070356.1_1371	NZ_CP070356.1	1522554	1523531	-1
K03181	NZ_BCUF01000041.1_14	NZ_BCUF01000041.1	15344	15883	-1
K03529	LJTR01000106.1_5	LJTR01000106.1	6360	9947	1
K06213	NC_021505.1_1352	NC_021505.1	1576422	1577864	1
K00945	NZ_JALBUF010000012.1_31	NZ_JALBUF010000012.1	29485	30168	1
K02529	DVIO01000153.1_5	DVIO01000153.1	4832	5833	1
K02913	JAILLI010000079.1_9	JAILLI010000079.1	8795	8944	1
K03151	NZ_MCUW01000009.1_172	NZ_MCUW01000009.1	194294	195742	-1
K12132	JANTFQ010000008.1_3	JANTFQ010000008.1	3011	4723	1
K07126	JAGCJI010000002.1_3	JAGCJI010000002.1	1370	3124	1
K13590	JAKFWB010000015.1_6	JAKFWB010000015.1	2460	3575	-1
K21420	JAFECN010000105.1_10	JAFECN010000105.1	8222	8959	1
K00997	NZ_CP012552.1_1129	NZ_CP012552.1	1114781	1115125	1
K00946	CACVCF010000334.1_173	CACVCF010000334.1	182632	183657	1
K03220	NZ_JAHSTS010000001.1_2117	NZ_JAHSTS010000001.1	2474906	2475835	1
K04487	JAKSTP010000005.1_35	JAKSTP010000005.1	40094	41263	-1
K03702	NZ_FOFS01000016.1_92	NZ_FOFS01000016.1	100515	102575	1
K01873	NCIJ01000001.1_381	NCIJ01000001.1	376326	378944	1
K03111	NZ_QMEJ01000001.1_312	NZ_QMEJ01000001.1	304117	304641	-1
K02441	NZ_SSMG01000083.1_12	NZ_SSMG01000083.1	8948	9790	1
K15894	NZ_NESM01000002.1_393	NZ_NESM01000002.1	437437	438432	-1
K02621	NZ_CP009553.3_3100	NZ_CP009553.3	3495161	3497497	-1
K13292	WQRN01000070.1_10	WQRN01000070.1	5317	6354	1
K00995	JAJFUP010000069.1_18	JAJFUP010000069.1	17971	18504	1
K07056	CAJUNA010000014.1_9	CAJUNA010000014.1	11175	12014	-1
K03704	NZ_CP023667.1_1889	NZ_CP023667.1	2053640	2053849	-1
K07814	CAILHZ010000014.1_10	CAILHZ010000014.1	8761	10029	-1
K09898	NZ_JALJFG010000004.1_286	NZ_JALJFG010000004.1	322070	322297	1
K00942	JALESH010000042.1_26	JALESH010000042.1	20903	21490	-1
K03797	PABD01000025.1_2	PABD01000025.1	869	2851	1
K00278	JAETOE010000012.1_38	JAETOE010000012.1	36190	37404	-1
K03530	DGLD01000002.1_49	DGLD01000002.1	49148	49426	-1
K12573	NZ_AP023054.1_2916	NZ_AP023054.1	3317938	3320526	-1
K02622	NZ_FNDR01000005.1_95	NZ_FNDR01000005.1	94419	96416	1
K01662	NZ_CP012544.1_264	NZ_CP012544.1	277646	279496	1
K14742	NCGL01000001.1_128	NCGL01000001.1	134857	135585	-1
K03688	RFKM01000203.1_8	RFKM01000203.1	6694	8223	1
K06168	NZ_VLNV01000006.1_203	NZ_VLNV01000006.1	215946	217349	-1
K03723	JAEKNX010000001.1_347	JAEKNX010000001.1	371726	375145	1
K21087	JAJYJN010000081.1_3	JAJYJN010000081.1	514	1233	-1
K04053	NZ_UAQZ01000007.1_532	NZ_UAQZ01000007.1	617887	618363	1
K15987	JABJKH010000079.1_49	JABJKH010000079.1	43416	45578	1
K03168	NZ_CP066306.1_3222	NZ_CP066306.1	3537188	3538210	1
K00950	JAEYUO010000028.1_13	JAEYUO010000028.1	15521	16084	-1
K00919	RZYK01000080.1_4	RZYK01000080.1	1474	2262	-1
K03179	JAFLRU010000043.1_13	JAFLRU010000043.1	7148	8023	-1
K02014	JACRAQ010000089.1_22	JACRAQ010000089.1	20900	22918	-1
K04060	JAFZZD010000526.1_6	JAFZZD010000526.1	1998	2342	1
K03657	DIDI01000054.1_2	DIDI01000054.1	1802	4036	-1
K00943	NZ_JAHGVE010000013.1_57	NZ_JAHGVE010000013.1	74303	74971	1
K07305	NC_017671.1_491	NC_017671.1	548809	549276	-1
K03413	JACMLX010000007.1_33	JACMLX010000007.1	75782	76153	-1
K03412	NZ_LR134318.1_1520	NZ_LR134318.1	1707428	1708564	1
K03406	DCUJ01000006.1_31	DCUJ01000006.1	29899	31524	-1
K04061	NATV01000109.1_37	NATV01000109.1	37302	37598	1
K00928	JACKMT010000001.1_781	JACKMT010000001.1	924484	925710	-1
K03569	CAJTYM010000007.1_72	CAJTYM010000007.1	89306	90301	-1
K02341	NZ_LPVJ01000011.1_66	NZ_LPVJ01000011.1	65272	66162	1
K03415	NZ_VOLT01000003.1_124	NZ_VOLT01000003.1	137096	138025	-1
K10942	CP058708.1_3369	CP058708.1	3637370	3638548	1
K03496	NZ_QAOV01000011.1_181	NZ_QAOV01000011.1	197178	197966	1
K13584	NZ_CP016616.1_3640	NZ_CP016616.1	3774375	3775076	-1
K03706	JAMPFQ010000006.1_119	JAMPFQ010000006.1	130391	131179	-1
K01872	NZ_CP097763.1_461	NZ_CP097763.1	592842	595493	1
K00575	WFVC01000103.1_8	WFVC01000103.1	5498	6334	-1
K02391	JAACPW010000007.1_49	JAACPW010000007.1	52407	53153	1
K03407	CAISIQ010000130.1_10	CAISIQ010000130.1	10376	12298	-1
K02242	NZ_CCRF01000085.1_15	NZ_CCRF01000085.1	13328	14050	-1
K13587	UBZP01000015.1_422	UBZP01000015.1	479103	481709	1
K02397	NZ_CYSD01000037.1_323	NZ_CYSD01000037.1	347225	348229	1
K03414	NZ_BMYS01000021.1_11	NZ_BMYS01000021.1	11749	12423	1
K06204	NZ_LNTU01000023.1_590	NZ_LNTU01000023.1	641800	642234	1
K02967	DHNI01000157.1_14	DHNI01000157.1	9913	10656	1
K03801	JAHJWO010000054.1_296	JAHJWO010000054.1	308910	309674	1
K03411	NZ_LT732529.1_944	NZ_LT732529.1	988037	988534	1
K03602	NZ_JRPE02000019.1_24	NZ_JRPE02000019.1	21357	21596	1
K03408	MGZJ01000057.1_37	MGZJ01000057.1	36843	37331	1
K01940	NZ_CP073347.1_1965	NZ_CP073347.1	2235823	2237049	-1
K01465	NZ_CP087196.1_1287	NZ_CP087196.1	1434646	1435692	-1
K03581	NZ_AUJI01000010.1_111	NZ_AUJI01000010.1	138923	141145	-1
K00566	NZ_JAKSXX010000291.1_11	NZ_JAKSXX010000291.1	7845	8999	-1
K06313	NZ_JAASRW010000001.1_250	NZ_JAASRW010000001.1	244235	245593	1
K02423	CAJSZV010000002.1_183	CAJSZV010000002.1	196919	197326	1
K04096	NZ_QEXM01000049.1_68	NZ_QEXM01000049.1	67727	68887	1
K09808	JAEYXX010000037.1_38	JAEYXX010000037.1	34368	35615	-1
K02413	NC_008709.1_3671	NC_008709.1	4405879	4406304	1
K03683	NZ_JAKUJZ010000006.1_185	NZ_JAKUJZ010000006.1	194485	195252	1
K03088	NC_020453.1_1701	NC_020453.1	1982808	1983356	1
K01939	NZ_CP031416.1_534	NZ_CP031416.1	581223	582518	1
K20976	NZ_AYMU01000037.1_102	NZ_AYMU01000037.1	115027	115371	1
K20978	NZ_CP076668.1_3139	NZ_CP076668.1	3862849	3863154	-1
K21603	UCFC01000015.1_212	UCFC01000015.1	215292	215963	1
K03733	NZ_JAAMPJ010000001.1_375	NZ_JAAMPJ010000001.1	390337	391233	-1
K06949	NZ_LR733824.1_294	NZ_LR733824.1	330646	331677	-1
K09667	NZ_VLLN01000013.1_43	NZ_VLLN01000013.1	57885	59684	1
K06886	NZ_PIJG01000012.1_45	NZ_PIJG01000012.1	47897	48310	-1
K01126	DYWT01000222.1_2	DYWT01000222.1	2207	2935	1
K02414	JANPZY010000001.1_345	JANPZY010000001.1	369972	371693	-1
K02390	DGEE01000139.1_19	DGEE01000139.1	16342	17025	-1
K03667	NZ_JABMCC010000101.1_302	NZ_JABMCC010000101.1	294666	296066	-1
K00344	NZ_SOCR01000005.1_138	NZ_SOCR01000005.1	154164	155141	1
K03181	NZ_UGYM01000002.1_4342	NZ_UGYM01000002.1	5012316	5012879	-1
K03529	NZ_CP036271.1_4331	NZ_CP036271.1	5301490	5305227	1
K06213	NZ_CP018049.1_3927	NZ_CP018049.1	4537197	4538639	-1
K00945	NZ_JTHP01000027.1_38	NZ_JTHP01000027.1	33382	34089	-1
K02529	NZ_JAHZSS010000004.1_152	NZ_JAHZSS010000004.1	181507	182592	1
K02913	JAFTPP010000016.1_130	JAFTPP010000016.1	136828	136977	1
K03151	NZ_CP020660.1_55	NZ_CP020660.1	72867	74312	-1
K12132	NZ_FZOR01000041.1_23	NZ_FZOR01000041.1	24550	26097	-1
K07126	NZ_JACEZU010000012.1_24	NZ_JACEZU010000012.1	23592	25187	1
K13590	JAJYXA010000457.1_13	JAJYXA010000457.1	9780	11357	-1
K21420	PNMA01000007.1_125	PNMA01000007.1	130749	131507	1
K00997	JAFUYE010000052.1_47	JAFUYE010000052.1	37749	38114	1
K00946	NZ_FXAK01000007.1_949	NZ_FXAK01000007.1	1019092	1020090	-1
K03220	WVZN01000003.1_7	WVZN01000003.1	4935	6335	1
K04487	NZ_JACVVD010000001.1_646	NZ_JACVVD010000001.1	857975	859153	1
K03702	JAJRZK010000006.1_48	JAJRZK010000006.1	46480	48465	1
K01873	JAAUZV010000006.1_169	JAAUZV010000006.1	172075	174738	-1
K03111	NZ_JAAGOX010000004.1_18	NZ_JAAGOX010000004.1	17447	17986	1
K02441	NZ_CP015411.1_945	NZ_CP015411.1	1117275	1118099	1
K15894	NZ_QUOV01000001.1_1077	NZ_QUOV01000001.1	1217538	1218539	-1
K02621	NZ_FOZE01000001.1_1501	NZ_FOZE01000001.1	1758152	1760506	1
K13292	DKUB01000093.1_3	DKUB01000093.1	2786	3661	-1
K00995	NZ_JAEKJA010000011.1_47	NZ_JAEKJA010000011.1	58158	58784	1
K07056	WQUW01000039.1_12	WQUW01000039.1	9903	10592	-1
K03704	PEWX01000122.1_2	PEWX01000122.1	800	1009	1
K07814	CAIMZI010000091.1_90	CAIMZI010000091.1	96414	97652	1
K09898	NZ_CP029482.1_4529	NZ_CP029482.1	5022175	5022402	1
K00942	CAJTBO010000014.1_3	CAJTBO010000014.1	3531	4130	1
K03797	NZ_MVJM01000002.1_889	NZ_MVJM01000002.1	932392	933843	-1
K00278	JAJZUC010000009.1_28	JAJZUC010000009.1	30336	31931	1
K03530	NZ_CP041243.1_2517	NZ_CP041243.1	2581075	2581353	1
K12573	NZ_AFHI01000024.1_17	NZ_AFHI01000024.1	12924	15329	-1
K02622	NZ_JAHUWH010000014.1_39	NZ_JAHUWH010000014.1	52287	54272	-1
K01662	NZ_QJPK01000004.1_171	NZ_QJPK01000004.1	163525	165456	-1
K14742	DYOT01000014.1_10	DYOT01000014.1	7837	8586	1
K03688	JADYZU010000020.1_121	JADYZU010000020.1	121838	123304	-1
K06168	NZ_JZHZ01000007.1_1168	NZ_JZHZ01000007.1	1372191	1373603	-1
K03723	JAGNLV010000001.1_928	JAGNLV010000001.1	1110119	1113559	-1
K21087	NZ_LKHV02000001.1_1377	NZ_LKHV02000001.1	1610012	1610791	1
K04053	NZ_ML762920.1_132	NZ_ML762920.1	153747	154112	-1
K15987	CAJANN010000214.1_40	CAJANN010000214.1	37077	39155	1
K03168	NZ_NDYP01000012.1_22	NZ_NDYP01000012.1	21506	23620	1
K00950	JAFEBN010000101.1_6	JAFEBN010000101.1	4557	5015	1
K00919	JAGAAD010000104.1_8	JAGAAD010000104.1	4860	5645	-1
K03179	NZ_QXJF01000001.1_54	NZ_QXJF01000001.1	58471	59367	-1
K02014	CAMDCN010000011.1_147	CAMDCN010000011.1	177412	180603	1
K04060	JAFSTJ010000361.1_6	JAFSTJ010000361.1	4016	4360	-1
K03657	NZ_SMAH01000001.1_154	NZ_SMAH01000001.1	159992	162349	1
K00943	NZ_RQYL01000019.1_64	NZ_RQYL01000019.1	72318	72950	1
K07305	NZ_FNFQ01000003.1_134	NZ_FNFQ01000003.1	142518	142985	-1
K03413	NZ_JANFNS010000002.1_899	NZ_JANFNS010000002.1	1017650	1018015	1
K03412	NZ_JAGGQP010000021.1_32	NZ_JAGGQP010000021.1	35300	36385	-1
K03406	NZ_CP017415.1_2326	NZ_CP017415.1	2358406	2360070	-1
K04061	NZ_JAEKJT010000005.1_30	NZ_JAEKJT010000005.1	33569	33853	1
K00928	NZ_LXTW01000032.1_471	NZ_LXTW01000032.1	528587	529873	-1
K03569	CAKRYR010000019.1_19	CAKRYR010000019.1	20089	21081	-1
K02341	NZ_JAFBDZ010000008.1_8	NZ_JAFBDZ010000008.1	5137	6126	1
K03415	NZ_CP102830.1_2409	NZ_CP102830.1	2773954	2774886	-1
K10942	CP043626.1_3021	CP043626.1	3237782	3239011	-1
K03496	CAJTAL010000006.1_36	CAJTAL010000006.1	32481	33272	-1
K13584	NZ_JAFIQU010000001.1_269	NZ_JAFIQU010000001.1	283222	283941	1
K03706	NZ_JACHES010000002.1_134	NZ_JACHES010000002.1	132266	133045	-1
K01872	NZ_CP067113.1_1040	NZ_CP067113.1	1140507	1143224	1
K00575	NZ_AP012978.1_631	NZ_AP012978.1	656813	657637	1
K02391	NZ_JAATJI010000001.1_977	NZ_JAATJI010000001.1	1049587	1050324	1
K03407	JACUUD010000043.1_13	JACUUD010000043.1	11007	13067	1
K02242	DNFT01000040.1_14	DNFT01000040.1	10990	11619	-1
K13587	CAIKAR010000084.1_4	CAIKAR010000084.1	4150	6669	-1
K02397	VIRG01000070.1_536	VIRG01000070.1	567076	568611	1
K03414	NZ_CP020469.1_3846	NZ_CP020469.1	4328155	4328850	1
K06204	JANSWW010000008.1_175	JANSWW010000008.1	185679	186107	1
K02967	NZ_KI543236.1_1105	NZ_KI543236.1	1105837	1106580	1
K03801	PADB01000012.1_39	PADB01000012.1	26115	26756	-1
K03411	NZ_CAKKNA010000008.1_191	NZ_CAKKNA010000008.1	186711	187208	-1
K03602	NC_015554.1_861	NC_015554.1	1020738	1020989	-1
K03408	JAKACU010000002.1_14	JAKACU010000002.1	14083	14544	-1
K01940	NZ_JAEKEG010000026.1_11	NZ_JAEKEG010000026.1	9135	10352	-1
K01465	NZ_CP045732.1_2831	NZ_CP045732.1	3077205	3078236	1
K03581	JAEZNB010000118.1_6	JAEZNB010000118.1	5143	7362	1
K00566	NZ_CAFK01000179.1_16	NZ_CAFK01000179.1	13908	15125	1
K06313	NZ_LBMD01000001.1_544	NZ_LBMD01000001.1	507666	509006	-1
K02423	NZ_MAUJ01000001.1_1739	NZ_MAUJ01000001.1	1955647	1955961	-1
K04096	NZ_BMUY01000014.1_90	NZ_BMUY01000014.1	109038	110330	-1
K09808	NZ_JAHTKI010000009.1_48	NZ_JAHTKI010000009.1	60402	61652	1
K02413	JAFOMG010000002.1_17	JAFOMG010000002.1	12747	13196	-1
K03683	NC_010334.1_1725	NC_010334.1	2019116	2019811	-1
K03088	NZ_CP019038.1_2250	NZ_CP019038.1	2605510	2606211	1
K01939	NZ_JAGJEH010000006.1_37	NZ_JAGJEH010000006.1	34698	36014	-1
K20976	NZ_CAFK01000070.1_34	NZ_CAFK01000070.1	28709	29065	1
K20978	NZ_BATI01000039.1_46	NZ_BATI01000039.1	43565	43870	-1
K21603	NZ_CP031834.1_1461	NZ_CP031834.1	1522516	1523187	-1
K03733	NZ_PTIX01000023.1_105	NZ_PTIX01000023.1	106223	107359	-1
K06949	NZ_SOCT01000004.1_235	NZ_SOCT01000004.1	266286	267317	1
K09667	JADMXW010000002.1_194	JADMXW010000002.1	204755	208273	-1
K06886	NZ_JADE01000007.1_25	NZ_JADE01000007.1	24021	24407	-1
K01126	NZ_JAGGOG010000014.1_218	NZ_JAGGOG010000014.1	226078	226800	1
K02414	CAJCBL010000342.1_8	CAJCBL010000342.1	5450	8755	-1
K02390	NZ_JAFMTW010000059.1_5	NZ_JAFMTW010000059.1	4082	5278	1
K03667	NZ_CP094929.1_1386	NZ_CP094929.1	1536784	1538163	1
K00344	NZ_JAKUMM010000002.1_7	NZ_JAKUMM010000002.1	8337	9314	-1
K03181	NZ_JZSK01000053.1_17	NZ_JZSK01000053.1	15462	15995	-1
K03529	JANXCK010000123.1_4	JANXCK010000123.1	2180	5797	1
K06213	NZ_GL883086.1_89	NZ_GL883086.1	95030	96448	-1
K00945	NZ_WNHB01000005.1_61	NZ_WNHB01000005.1	54177	54857	1
K02529	NZ_JYOO01000005.1_159	NZ_JYOO01000005.1	163475	164473	-1
K02913	NZ_CP032759.1_50	NZ_CP032759.1	48785	48952	1
K03151	NZ_FNRJ01000028.1_17	NZ_FNRJ01000028.1	14721	16181	-1
K12132	CP036268.1_1124	CP036268.1	1453759	1455498	1
K07126	NZ_CP020474.1_3163	NZ_CP020474.1	3313759	3314394	1
K13590	JAIBFA010000044.1_15	JAIBFA010000044.1	15220	16848	1
K21420	MEEW01000114.1_7	MEEW01000114.1	5492	6256	1
K00997	WTBY01000043.1_16	WTBY01000043.1	18949	19299	1
K00946	JAGLED010000021.1_39	JAGLED010000021.1	36643	37602	-1
K03220	NZ_CP041764.1_2532	NZ_CP041764.1	2832940	2833791	1
K04487	NZ_CP080269.1_37	NZ_CP080269.1	44132	45307	1
K03702	CALXTQ010000006.1_121	CALXTQ010000006.1	128098	130080	-1
K01873	CAJOGI010000001.1_240	CAJOGI010000001.1	276602	279277	1
K03111	CAKTBJ010000052.1_6	CAKTBJ010000052.1	4068	4592	-1
